iter	Logloss
364	0.3678724605
365	0.3676873256
366	0.3675393563
367	0.3673423735
368	0.3672952233
369	0.367182486
370	0.3670206785
371	0.3669060734
372	0.3666811479
373	0.3665717849
374	0.3663745966
375	0.3662701788
376	0.3660754856
377	0.3659749211
378	0.3658610508
379	0.3656795188
380	0.3656390503
381	0.3655540719
382	0.3655089304
383	0.3654549563
384	0.3653668112
385	0.3651178307
386	0.3649437596
387	0.3647362307
388	0.364541629
389	0.3642964889
390	0.3642224392
391	0.363972251
392	0.3638413827
393	0.3636301118
394	0.3635504191
395	0.3633725258
396	0.3631749508
397	0.3629335202
398	0.3628315285
399	0.362675164
400	0.3625955266
401	0.3623597453
402	0.3621920032
403	0.3621878472
404	0.3620757657
405	0.3620307395
406	0.3618183874
407	0.3616602898
408	0.3615049478
409	0.3612794111
410	0.3612769134
411	0.3612121606
412	0.3609688745
413	0.3608869177
414	0.3606257852
415	0.360479825
416	0.3603642554
417	0.3601860893
418	0.3600868031
419	0.3600212936
420	0.3598369646
421	0.3597608774
422	0.3595846644
423	0.3594499266
424	0.3594048138
425	0.3593040734
426	0.3592090624
427	0.3590756909
428	0.3588982842
429	0.3588127426
430	0.3587161092
431	0.358583069
432	0.3583473197
433	0.3580736198
434	0.3579471774
435	0.3579130472
436	0.3577750642
437	0.357614512
438	0.3574353359
439	0.357097966
440	0.3570756673
441	0.3570276123
442	0.3569237493
443	0.3567341016
444	0.356490899
445	0.3563154361
446	0.3562303654
447	0.3559469794
448	0.3558447622
449	0.355727542
450	0.3555855888
451	0.3554712846
452	0.3553233977
453	0.3552092612
454	0.3550461273
455	0.355022692
456	0.3549331185
457	0.3547875456
458	0.3546122861
459	0.3544425474
460	0.3544367735
461	0.3543562833
462	0.3542629552
463	0.3540955678
464	0.3539614951
465	0.3537942245
466	0.3536859522
467	0.353605445
468	0.353458851
469	0.353233914
470	0.3532150052
471	0.3530937517
472	0.353005838
473	0.3527668669
474	0.3527517733
475	0.3526449935
476	0.3524868976
477	0.3522135768
478	0.3521178568
479	0.3520237381
480	0.3518510945
481	0.3516855903
482	0.3516215561
483	0.3515430423
484	0.3513688985
485	0.3512728623
486	0.3511233343
487	0.3508045917
488	0.350586114
489	0.350551732
490	0.3503897422
491	0.3502060435
492	0.3500999064
493	0.3499877209
494	0.3499035094
495	0.3496999659
496	0.3495243032
497	0.3493648268
498	0.3492983363
499	0.3491712204
500	0.3490293099
501	0.3488442306
502	0.3487225863
503	0.3484841397
504	0.3483445463
505	0.3482174815
506	0.3479533767
507	0.3477760873
508	0.3476194225
509	0.3475670642
510	0.3474696081
511	0.3473469888
512	0.3472381752
513	0.3471419918
514	0.3469447377
515	0.3468568343
516	0.3467267327
517	0.3465746341
518	0.3465453023
519	0.3464703024
520	0.3463890422
521	0.3462571811
522	0.3461622642
523	0.3460564967
524	0.3458773454
525	0.3457668873
526	0.3456669992
527	0.3456067144
528	0.3455931466
529	0.3453048928
530	0.3452488273
531	0.3452017546
532	0.3450448074
533	0.344858842
534	0.3447568164
535	0.3446672992
536	0.3445725903
537	0.3443798573
538	0.3442405151
539	0.3442300659
540	0.3441578177
541	0.3440096004
542	0.3438673006
543	0.3437941329
544	0.343626465
545	0.3435038393
546	0.3432208426
547	0.3431041688
548	0.342922051
549	0.3428446113
550	0.3426613407
551	0.3424377835
552	0.3422456628
553	0.3421452308
554	0.3418543136
555	0.3418275722
556	0.3417478069
557	0.3415436964
558	0.341473228
559	0.3413825042
560	0.3412558379
561	0.3410748173
562	0.3409513407
563	0.3408825843
564	0.340789443
565	0.3407087402
566	0.3406501724
567	0.3406240319
568	0.3404802201
569	0.3404109243
570	0.3401982858
571	0.3400791162
572	0.3398523983
573	0.3396835132
574	0.3395725994
575	0.3394129643
576	0.3393007038
577	0.3391617833
578	0.3390995178
579	0.3390852958
580	0.3389329169
581	0.3388297399
582	0.3387666422
583	0.3386198464
584	0.3385038567
585	0.3383763927
586	0.3383062514
587	0.3381089933
588	0.3380775599
589	0.3380284776
590	0.3379129434
591	0.3378386031
592	0.3377117859
593	0.3376819377
594	0.3375983868
595	0.3372177406
596	0.3371784164
597	0.3369733828
598	0.3369121446
599	0.3367611289
600	0.3365887136
601	0.3365412265
602	0.336373667
603	0.3362024803
604	0.3359977189
605	0.3359028009
606	0.3357909525
607	0.3357113314
608	0.3356661315
609	0.3355681455
610	0.3353697693
611	0.335257986
612	0.3351384216
613	0.3351171499
614	0.3350471921
615	0.3349045021
616	0.3348816578
617	0.3348244864
618	0.3347430227
619	0.334600321
620	0.3344339046
621	0.3343136953
622	0.3341271337
623	0.3340205037
624	0.3339396693
625	0.3338740225
626	0.3337412524
627	0.3336913691
628	0.3335562049
629	0.3334010372
630	0.3332829572
631	0.3331597678
632	0.3330311391
633	0.3328779789
634	0.3328255445
635	0.3327128057
636	0.3325888005
637	0.3324877017
638	0.3322111296
639	0.3320987347
640	0.331968216
641	0.3318199863
642	0.3317282811
643	0.3317087402
644	0.3316004492
645	0.3315091453
646	0.3313355756
647	0.3312848312
648	0.3311970522
649	0.3310149529
650	0.3309446247
651	0.3308510719
652	0.330850936
653	0.3307676656
654	0.3305743679
655	0.330496286
656	0.330348742
657	0.3302013935
658	0.3301027188
659	0.3298327553
660	0.3296648537
661	0.3295899649
662	0.3294601494
663	0.3293239432
664	0.3293162577
665	0.3291608275
666	0.3290561437
667	0.329021176
668	0.3288632028
669	0.3287418209
670	0.3286704912
671	0.3286429734
672	0.3286316968
673	0.3284285306
674	0.3283189944
675	0.3281839204
676	0.3281378692
677	0.3280254254
678	0.327718306
679	0.3276400202
680	0.3274398694
681	0.3273057255
682	0.3271755991
683	0.3270357728
684	0.3268260849
685	0.3267581834
686	0.3266767601
687	0.3266283402
688	0.3265511214
689	0.3265021136
690	0.3264594567
691	0.326380934
692	0.3261737891
693	0.3261458936
694	0.325902697
695	0.3257818519
696	0.3257110338
697	0.3256390403
698	0.3256023288
699	0.3255883798
700	0.3255145304
701	0.3255034257
702	0.3254522932
703	0.3253701154
704	0.3253532967
705	0.3252559173
706	0.325177335
707	0.325069223
708	0.3247989822
709	0.3247260531
710	0.3246485418
711	0.3244833406
712	0.3244076428
713	0.3243264645
714	0.3242537005
715	0.3241901022
716	0.3241700721
717	0.324040841
718	0.3239049533
719	0.3238568902
720	0.3237186833
721	0.3236745034
722	0.3234504272
723	0.3233710049
724	0.3232580896
725	0.3232482615
726	0.3231655238
727	0.323086269
728	0.322923233
729	0.3229154004
730	0.3227429509
731	0.3226870497
732	0.3226073276
733	0.3225179417
734	0.32248132
735	0.3223816121
736	0.3222361465
737	0.3221164645
738	0.3219156482
739	0.3217841332
740	0.321680836
741	0.321612458
742	0.3215586167
743	0.3214351906
744	0.3212904322
745	0.3210687362
746	0.320970655
747	0.3208723317
748	0.3207826185
749	0.3207000412
750	0.3206336196
751	0.3205169425
752	0.3203627357
753	0.3203119464
754	0.3202910334
755	0.3201811068
756	0.320086275
757	0.3199991782
758	0.3198045635
759	0.3197024515
760	0.3195848584
761	0.3193893003
762	0.3190467024
763	0.3190076145
764	0.3188509802
765	0.3188119033
766	0.3187749312
767	0.3186514591
768	0.318555306
769	0.3183818399
770	0.3181317708
771	0.3180689762
772	0.3180068691
773	0.3179006312
774	0.317844703
775	0.3176518127
776	0.3176218139
777	0.3175453638
778	0.3173454693
779	0.3171061284
780	0.3169538071
781	0.3169374248
782	0.3168656539
783	0.3167268089
784	0.3164616305
785	0.3163212024
786	0.3161823735
787	0.316143971
788	0.3160506263
789	0.3160376153
790	0.3159542693
791	0.3159383304
792	0.3158890971
793	0.3158086767
794	0.3157221523
795	0.3155594723
796	0.3154848751
797	0.3153340972
798	0.3152063468
799	0.3151943383
800	0.3150211308
801	0.3148870731
802	0.3147548999
803	0.3146665597
804	0.3145905887
805	0.314477153
806	0.3144113351
807	0.3143594788
808	0.3140570409
809	0.313987769
810	0.3138258093
811	0.3137551136
812	0.3137404853
813	0.3136243448
814	0.3135495285
815	0.3134531366
816	0.3133621139
817	0.3132349759
818	0.31298904
819	0.3128620246
820	0.3127302512
821	0.3125971153
822	0.3125449032
823	0.3122813685
824	0.3121228271
825	0.312017559
826	0.3119700314
827	0.3118648232
828	0.3118598484
829	0.3118271902
830	0.3116828744
831	0.3114845785
832	0.3113845232
833	0.3112645853
834	0.3111330466
835	0.3110006317
836	0.3108513278
837	0.3107269867
838	0.3106733567
839	0.3106451968
840	0.3105202556
841	0.3104149604
842	0.3103875111
843	0.3102637656
844	0.3102084905
845	0.3100764654
846	0.3100198905
847	0.3098433669
848	0.3097711623
849	0.3097062395
850	0.3096607699
851	0.3095930397
852	0.3095748221
853	0.3094290356
854	0.3093723394
855	0.3093164694
856	0.3091685378
857	0.3090669031
858	0.3090131803
859	0.3089162408
860	0.308814883
861	0.3086230344
862	0.3085882603
863	0.308396069
864	0.3083007937
865	0.3082389467
866	0.3082259839
867	0.3080683585
868	0.3080485685
869	0.3079794315
870	0.3078993616
871	0.3077856788
872	0.307608584
873	0.307506761
874	0.3074455892
875	0.307393917
876	0.3072986037
877	0.3072274791
878	0.3072164928
879	0.3070312102
880	0.3069063927
881	0.3068747189
882	0.3067531141
883	0.3066961902
884	0.3065628388
885	0.3065341707
886	0.3063951008
887	0.3063319653
888	0.3062822471
889	0.3062418473
890	0.305964544
891	0.3057337147
892	0.3056388531
893	0.3055938523
894	0.3055726732
895	0.3054855615
896	0.3053949642
897	0.305225078
898	0.3050145888
899	0.304918978
900	0.3048385565
901	0.3046885883
902	0.3046664516
903	0.3046111152
904	0.3045372101
905	0.30448026
906	0.3044315849
907	0.304321877
908	0.3041530803
909	0.3040639705
910	0.3039893747
911	0.3038113129
912	0.3036255796
913	0.3035884066
914	0.3035033042
915	0.3034551963
916	0.3033934717
917	0.3033474896
918	0.3033170791
919	0.3031608882
920	0.3029229104
921	0.3028440585
922	0.3026605829
923	0.3024040244
924	0.3022972232
925	0.3022882311
926	0.3022393338
927	0.3021978088
928	0.3021474441
929	0.3021056522
930	0.3020395123
931	0.3018689813
932	0.3017158217
933	0.3016612203
934	0.3015654812
935	0.3014959526
936	0.3014837617
937	0.3013439755
938	0.3013226961
939	0.3012387765
940	0.3011796361
941	0.3008975986
942	0.3006686123
943	0.3005685342
944	0.3005343436
945	0.3004769975
946	0.3004297132
947	0.3003413325
948	0.3002383875
949	0.3001985626
950	0.3000360425
951	0.3000070887
952	0.2999863748
953	0.2999177005
954	0.2998457234
955	0.2998185924
956	0.2997753345
957	0.2997250521
958	0.2995606334
959	0.299522511
960	0.2992758905
961	0.2991350836
962	0.2990726311
963	0.2990360432
964	0.2989022378
965	0.2986873835
966	0.2986611916
967	0.2985675278
968	0.2985233072
969	0.2984367089
970	0.2983324263
971	0.2982904219
972	0.2981284742
973	0.2980829993
974	0.297997958
975	0.297844955
976	0.2977527961
977	0.2976455222
978	0.2976375551
979	0.2975898911
980	0.2973845889
981	0.2970441279
982	0.2969659964
983	0.296820746
984	0.2967703168
985	0.2966036936
986	0.2963836977
987	0.2962497835
988	0.2962177456
989	0.29617779
990	0.2961346633
991	0.2960906326
992	0.2959669797
993	0.295873828
994	0.2956490762
995	0.2955400132
996	0.2954571576
997	0.2954521203
998	0.2953577144
999	0.2953295004
